long 16.98136 lat 46.45775 viewpoint 0 degrees.jpeg,Cloud 96,Plant 93,Ecoregion 93,Sky 92,Nature 90,Natural environment 89,Natural landscape 88,Vegetation 85,Land lot 85,Tree 85
long 16.9827265 lat 46.457903375 viewpoint 270 degrees.jpeg,Cloud 97,Sky 96,Photograph 94,Plant 87,Asphalt 85,Font 84,Biome 83,Screenshot 83,Software 79,Technology 77
long 16.9827265 lat 46.457903375 viewpoint 90 degrees.jpeg,Cloud 94,Product 91,Sky 89,Plant 86,Asphalt 86,Font 82,Screenshot 82,Line 82,Software 78,Urban design 77
long 16.9827277142857 lat 46.4578931428571 viewpoint 0 degrees.jpeg,Cloud 98,Sky 96,Photograph 94,Ecoregion 93,Plant 93,Nature 90,Biome 84,Screenshot 84,Grass 83,Software 81
long 16.9827277142857 lat 46.4578931428571 viewpoint 180 degrees.jpeg,Screenshot 84,Font 82,Software 78,Technology 76,Multimedia 75,Electronic device 75,Display device 72,Multimedia software 67,Electric blue 64,Logo 63
long 16.9827277142857 lat 46.4578931428571 viewpoint 270 degrees.jpeg,Cloud 97,Sky 96,Photograph 94,Plant 87,Asphalt 85,Font 84,Biome 83,Screenshot 83,Software 79,Technology 77
long 16.9827277142857 lat 46.4578931428571 viewpoint 90 degrees.jpeg,Cloud 94,Product 91,Sky 89,Plant 86,Asphalt 86,Font 82,Screenshot 82,Line 82,Software 78,Urban design 77
long 16.9827293333333 lat 46.4578795 viewpoint 0 degrees.jpeg,Cloud 98,Sky 96,Photograph 94,Ecoregion 93,Plant 92,Nature 90,Biome 84,Screenshot 84,Grass 83,World 82
long 16.9827293333333 lat 46.4578795 viewpoint 180 degrees.jpeg,Screenshot 84,Font 82,Software 78,Technology 76,Multimedia 75,Electronic device 75,Display device 72,Multimedia software 67,Electric blue 64,Logo 63
long 16.9827293333333 lat 46.4578795 viewpoint 270 degrees.jpeg,Cloud 97,Sky 96,Photograph 94,Plant 87,Asphalt 85,Font 84,Biome 83,Screenshot 83,Software 79,Technology 77
long 16.9827293333333 lat 46.4578795 viewpoint 90 degrees.jpeg,Cloud 94,Product 91,Sky 89,Plant 86,Asphalt 86,Font 82,Screenshot 82,Line 82,Software 78,Urban design 77
long 16.9827307 lat 46.4578139 viewpoint 0 degrees.jpeg,Cloud 98,Sky 96,Photograph 94,Ecoregion 93,Plant 92,Nature 90,Biome 84,Screenshot 84,Grass 83,World 82
long 16.9827307 lat 46.4578139 viewpoint 180 degrees.jpeg,Screenshot 84,Font 82,Software 78,Technology 76,Multimedia 75,Electronic device 75,Display device 72,Multimedia software 67,Electric blue 64,Logo 63
long 16.9827307 lat 46.4578139 viewpoint 270 degrees.jpeg,Cloud 97,Sky 96,Photograph 94,Plant 87,Asphalt 85,Font 84,Biome 83,Screenshot 83,Software 79,Technology 77
long 16.9827307 lat 46.4578139 viewpoint 90 degrees.jpeg,Cloud 95,Product 91,Sky 90,Plant 87,Asphalt 86,Font 83,Screenshot 82,Line 82,Urban design 78,Software 78
long 16.9827316 lat 46.4578604 viewpoint 0 degrees.jpeg,Cloud 98,Sky 96,Photograph 94,Ecoregion 93,Plant 92,Nature 90,Biome 84,Screenshot 84,Grass 83,World 82
long 16.9827316 lat 46.4578604 viewpoint 180 degrees.jpeg,Screenshot 84,Font 82,Software 78,Technology 76,Multimedia 75,Electronic device 75,Display device 72,Multimedia software 67,Electric blue 64,Logo 63
long 16.9827316 lat 46.4578604 viewpoint 270 degrees.jpeg,Cloud 97,Sky 96,Photograph 94,Plant 87,Asphalt 85,Font 84,Biome 83,Screenshot 83,Software 79,Technology 77
long 16.9827316 lat 46.4578604 viewpoint 90 degrees.jpeg,Cloud 94,Product 91,Sky 89,Plant 86,Asphalt 86,Font 82,Screenshot 82,Line 82,Software 78,Urban design 77
long 16.9827419444444 lat 46.4578385555556 viewpoint 0 degrees.jpeg,Cloud 98,Sky 96,Photograph 94,Ecoregion 93,Plant 92,Nature 90,Biome 84,Screenshot 84,Grass 83,World 82
long 16.9827419444444 lat 46.4578385555556 viewpoint 180 degrees.jpeg,Screenshot 84,Font 82,Software 78,Technology 76,Multimedia 75,Electronic device 75,Display device 72,Multimedia software 67,Electric blue 64,Logo 63
long 16.9827419444444 lat 46.4578385555556 viewpoint 270 degrees.jpeg,Cloud 97,Sky 96,Photograph 94,Plant 87,Asphalt 85,Font 84,Biome 83,Screenshot 83,Software 79,Technology 77
long 16.9827419444444 lat 46.4578385555556 viewpoint 90 degrees.jpeg,Cloud 94,Product 91,Sky 89,Plant 86,Asphalt 86,Font 82,Screenshot 82,Line 82,Software 78,Urban design 77
long 16.9827493 lat 46.4577818 viewpoint 0 degrees.jpeg,Cloud 98,Sky 96,Photograph 94,Ecoregion 93,Plant 93,Nature 90,Biome 84,Screenshot 84,Grass 83,Software 81
long 16.9827493 lat 46.4577818 viewpoint 180 degrees.jpeg,Screenshot 84,Font 82,Software 78,Technology 76,Multimedia 75,Electronic device 75,Display device 72,Multimedia software 67,Electric blue 64,Logo 63
long 16.9827493 lat 46.4577818 viewpoint 270 degrees.jpeg,Cloud 97,Sky 96,Photograph 94,Plant 87,Asphalt 85,Font 84,Biome 83,Screenshot 83,Software 79,Technology 77
long 16.9827493 lat 46.4577818 viewpoint 90 degrees.jpeg,Cloud 94,Product 91,Sky 89,Plant 86,Asphalt 86,Font 82,Screenshot 82,Line 82,Software 78,Urban design 77
long 16.9827580408163 lat 46.4575597142857 viewpoint 0 degrees.jpeg,Urban design 83,Asphalt 79,Screenshot 78,Facade 78,Technology 76,Font 72,Software 70,Slope 69,Composite material 68,Multimedia 67
long 16.9827580408163 lat 46.4575597142857 viewpoint 180 degrees.jpeg,Sky 96,Plant 95,Cloud 93,Nature 90,Asphalt 87,Tree 87,Lighting 87,Street light 85,Urban design 85,Road surface 85
long 16.9827580408163 lat 46.4575597142857 viewpoint 270 degrees.jpeg,Cloud 97,Sky 96,Car 88,Wheel 87,Asphalt 87,Road surface 85,Tree 85,Mode of transport 84,Screenshot 83,Motor vehicle 83
long 16.9827580408163 lat 46.4575597142857 viewpoint 90 degrees.jpeg,Cloud 97,Sky 95,Infrastructure 89,Street light 88,Asphalt 87,Road surface 85,Urban design 85,Land lot 85,Biome 83,Screenshot 81
long 16.9827583333333 lat 46.4577657777778 viewpoint 0 degrees.jpeg,Cloud 98,Sky 96,Photograph 94,Ecoregion 93,Plant 92,Nature 90,Biome 84,Screenshot 84,Grass 83,World 82
long 16.9827583333333 lat 46.4577657777778 viewpoint 180 degrees.jpeg,Screenshot 84,Font 82,Software 78,Technology 76,Multimedia 75,Electronic device 75,Display device 72,Multimedia software 67,Electric blue 64,Logo 63
long 16.9827583333333 lat 46.4577657777778 viewpoint 270 degrees.jpeg,Cloud 97,Sky 96,Photograph 94,Plant 87,Asphalt 85,Font 84,Biome 83,Screenshot 83,Software 79,Technology 77
long 16.9827583333333 lat 46.4577657777778 viewpoint 90 degrees.jpeg,Cloud 94,Product 91,Sky 89,Plant 86,Asphalt 86,Font 82,Screenshot 82,Line 82,Software 78,Urban design 77
long 16.982767 lat 46.4577032 viewpoint 0 degrees.jpeg,Cloud 98,Sky 96,Photograph 94,Ecoregion 93,Plant 92,Nature 90,Biome 84,Screenshot 84,Grass 83,World 82
long 16.982767 lat 46.4577032 viewpoint 180 degrees.jpeg,Screenshot 84,Font 82,Software 78,Technology 76,Multimedia 75,Electronic device 75,Display device 72,Multimedia software 67,Electric blue 64,Logo 63
long 16.982767 lat 46.4577032 viewpoint 270 degrees.jpeg,Cloud 97,Sky 96,Photograph 94,Plant 87,Asphalt 85,Font 84,Biome 83,Screenshot 83,Software 79,Technology 77
long 16.982767 lat 46.4577032 viewpoint 90 degrees.jpeg,Cloud 94,Product 91,Sky 89,Plant 86,Asphalt 86,Font 82,Screenshot 82,Line 82,Software 78,Urban design 77
long 16.9827789777778 lat 46.4578692888889 viewpoint 0 degrees.jpeg,Cloud 98,Sky 95,Plant 93,Nature 90,World 88,Land lot 86,Tree 86,Grass 85,Biome 83,Natural landscape 83
long 16.9827789777778 lat 46.4578692888889 viewpoint 90 degrees.jpeg,Cloud 95,Sky 88,Asphalt 85,Screenshot 83,Font 82,Line 82,Software 76,Road 74,Multimedia software 68,Multimedia 66
long 16.9827847 lat 46.4576246 viewpoint 0 degrees.jpeg,Urban design 83,Asphalt 79,Screenshot 78,Facade 78,Technology 76,Font 72,Software 70,Slope 69,Composite material 68,Multimedia 67
long 16.9827847 lat 46.4576246 viewpoint 180 degrees.jpeg,Sky 96,Plant 95,Cloud 93,Nature 90,Asphalt 87,Tree 87,Lighting 87,Street light 85,Urban design 85,Road surface 85
long 16.9827847 lat 46.4576246 viewpoint 270 degrees.jpeg,Cloud 97,Sky 96,Car 88,Wheel 87,Asphalt 87,Road surface 85,Tree 85,Mode of transport 84,Screenshot 83,Motor vehicle 83
long 16.9827847 lat 46.4576246 viewpoint 90 degrees.jpeg,Cloud 97,Sky 95,Infrastructure 89,Street light 88,Asphalt 87,Road surface 85,Urban design 85,Land lot 85,Biome 83,Screenshot 81
long 16.9827908 lat 46.4577666 viewpoint 0 degrees.jpeg,Cloud 98,Sky 96,Photograph 94,Ecoregion 93,Plant 92,Nature 90,Biome 84,Screenshot 84,Grass 83,World 82
long 16.9827908 lat 46.4577666 viewpoint 180 degrees.jpeg,Screenshot 84,Font 82,Software 78,Technology 76,Multimedia 75,Electronic device 75,Display device 72,Multimedia software 67,Electric blue 64,Logo 63
long 16.9827908 lat 46.4577666 viewpoint 270 degrees.jpeg,Cloud 97,Sky 96,Photograph 94,Plant 87,Asphalt 85,Font 84,Biome 83,Screenshot 83,Software 79,Technology 77
long 16.9827908 lat 46.4577666 viewpoint 90 degrees.jpeg,Cloud 94,Product 91,Sky 90,Asphalt 87,Plant 86,Font 84,Line 82,Screenshot 82,Road surface 80,Urban design 80
long 16.9827990952381 lat 46.4574973333333 viewpoint 0 degrees.jpeg,Urban design 83,Asphalt 79,Screenshot 78,Facade 78,Technology 76,Font 72,Software 70,Slope 69,Composite material 68,Multimedia 67
long 16.9827990952381 lat 46.4574973333333 viewpoint 180 degrees.jpeg,Sky 96,Plant 95,Cloud 93,Nature 90,Asphalt 87,Tree 87,Lighting 87,Street light 85,Urban design 85,Road surface 85
long 16.9827990952381 lat 46.4574973333333 viewpoint 270 degrees.jpeg,Cloud 97,Sky 96,Car 88,Wheel 87,Asphalt 87,Road surface 85,Tree 85,Mode of transport 84,Screenshot 83,Motor vehicle 83
long 16.9827990952381 lat 46.4574973333333 viewpoint 90 degrees.jpeg,Cloud 97,Sky 95,Infrastructure 89,Street light 88,Asphalt 87,Road surface 86,Urban design 85,Land lot 85,Biome 83,Screenshot 81
long 16.98280336 lat 46.45778504 viewpoint 0 degrees.jpeg,Cloud 98,Sky 96,Plant 93,Tree 86,Land lot 85,Natural landscape 84,Grass 83,Biome 83,Screenshot 82,Landscape 79
long 16.98280336 lat 46.45778504 viewpoint 180 degrees.jpeg,Font 84,Screenshot 81,Software 78,Technology 76,Games 74,Logo 64,Pc game 63,Video game software 61,Multimedia 60,Machine 52
long 16.98280336 lat 46.45778504 viewpoint 270 degrees.jpeg,Cloud 97,Sky 94,Plant 90,Asphalt 87,Screenshot 84,Tree 82,Font 82,Software 78,Road 77,Road surface 76
long 16.98280336 lat 46.45778504 viewpoint 90 degrees.jpeg,Cloud 95,Sky 88,Asphalt 85,Screenshot 83,Font 82,Line 82,Software 76,Road 74,Multimedia software 68,Multimedia 66
long 16.9828186428571 lat 46.4575784285714 viewpoint 0 degrees.jpeg,Urban design 83,Asphalt 79,Screenshot 78,Facade 78,Technology 76,Font 72,Software 70,Slope 69,Composite material 68,Multimedia 67
long 16.9828186428571 lat 46.4575784285714 viewpoint 180 degrees.jpeg,Sky 96,Plant 95,Cloud 93,Nature 90,Asphalt 87,Tree 87,Lighting 87,Street light 85,Urban design 85,Road surface 85
long 16.9828186428571 lat 46.4575784285714 viewpoint 270 degrees.jpeg,Cloud 97,Sky 96,Car 88,Wheel 87,Asphalt 87,Road surface 85,Tree 85,Mode of transport 84,Screenshot 83,Motor vehicle 83
long 16.9828186428571 lat 46.4575784285714 viewpoint 90 degrees.jpeg,Cloud 97,Sky 95,Infrastructure 89,Street light 88,Asphalt 87,Road surface 85,Urban design 85,Land lot 85,Biome 83,Screenshot 81
long 16.9828312857143 lat 46.4575222857143 viewpoint 0 degrees.jpeg,Urban design 84,Land lot 84,Screenshot 83,Facade 77,Plant 76,Font 74,Grass 73,Cloud 72,Asphalt 70,Composite material 70
long 16.9828312857143 lat 46.4575222857143 viewpoint 180 degrees.jpeg,Automotive parking light 97,Sky 95,Car 93,Building 92,Plant 92,Vehicle 92,Motor vehicle 90,Tree 88,Tire 88,Land lot 85
long 16.9828312857143 lat 46.4575222857143 viewpoint 270 degrees.jpeg,Cloud 96,Sky 94,Asphalt 88,Plant 85,Mode of transport 84,Tree 84,Screenshot 83,Line 82,Road surface 80,Urban design 79
long 16.9828312857143 lat 46.4575222857143 viewpoint 90 degrees.jpeg,Cloud 97,Sky 93,Infrastructure 89,Asphalt 88,Road surface 88,Mode of transport 85,Tree 83,Urban design 83,Screenshot 83,Font 83
long 16.9828439285714 lat 46.4574661428572 viewpoint 0 degrees.jpeg,Urban design 84,Screenshot 83,Line 82,Facade 77,Plant 75,Grass 74,Software 72,Font 71,Composite material 71,Asphalt 71
long 16.9828439285714 lat 46.4574661428572 viewpoint 180 degrees.jpeg,Automotive parking light 97,Sky 95,Car 93,Building 92,Plant 92,Vehicle 92,Motor vehicle 90,Tree 88,Tire 88,Land lot 85
long 16.9828439285714 lat 46.4574661428572 viewpoint 270 degrees.jpeg,Cloud 96,Sky 94,Asphalt 88,Plant 85,Mode of transport 84,Tree 84,Screenshot 83,Line 82,Road surface 80,Urban design 79
long 16.9828439285714 lat 46.4574661428572 viewpoint 90 degrees.jpeg,Cloud 97,Sky 94,Infrastructure 89,Asphalt 88,Road surface 87,Mode of transport 85,Tree 83,Urban design 83,Screenshot 83,Font 83
long 16.9828445333333 lat 46.4575781777778 viewpoint 0 degrees.jpeg,Urban design 84,Screenshot 83,Line 82,Facade 77,Plant 75,Grass 74,Software 72,Font 71,Composite material 71,Asphalt 71
long 16.9828445333333 lat 46.4575781777778 viewpoint 180 degrees.jpeg,Automotive parking light 97,Sky 95,Car 93,Building 92,Plant 92,Vehicle 92,Motor vehicle 90,Tree 88,Tire 88,Land lot 85
long 16.9828445333333 lat 46.4575781777778 viewpoint 270 degrees.jpeg,Cloud 96,Sky 94,Asphalt 88,Plant 85,Mode of transport 84,Tree 84,Screenshot 83,Line 82,Road surface 80,Urban design 79
long 16.9828445333333 lat 46.4575781777778 viewpoint 90 degrees.jpeg,Cloud 97,Sky 94,Infrastructure 89,Asphalt 88,Road surface 87,Mode of transport 85,Tree 83,Urban design 83,Screenshot 83,Font 83
long 16.9828454 lat 46.4575726 viewpoint 0 degrees.jpeg,Urban design 84,Screenshot 83,Line 82,Facade 77,Plant 75,Grass 74,Software 72,Font 71,Composite material 71,Asphalt 71
long 16.9828454 lat 46.4575726 viewpoint 180 degrees.jpeg,Automotive parking light 97,Sky 95,Car 93,Building 92,Plant 92,Vehicle 92,Motor vehicle 90,Tree 88,Tire 88,Land lot 85
long 16.9828454 lat 46.4575726 viewpoint 270 degrees.jpeg,Cloud 96,Sky 94,Asphalt 88,Plant 85,Mode of transport 84,Tree 84,Screenshot 83,Line 82,Road surface 80,Urban design 79
long 16.9828454 lat 46.4575726 viewpoint 90 degrees.jpeg,Cloud 97,Sky 94,Infrastructure 89,Asphalt 88,Road surface 87,Mode of transport 85,Tree 83,Urban design 83,Screenshot 83,Font 83
long 16.9828498 lat 46.4575046 viewpoint 0 degrees.jpeg,Urban design 84,Screenshot 83,Line 82,Facade 77,Plant 75,Grass 74,Software 72,Font 71,Composite material 71,Asphalt 71
long 16.9828498 lat 46.4575046 viewpoint 180 degrees.jpeg,Automotive parking light 97,Sky 95,Car 93,Building 92,Plant 92,Vehicle 92,Motor vehicle 90,Tree 88,Tire 88,Land lot 85
long 16.9828498 lat 46.4575046 viewpoint 270 degrees.jpeg,Cloud 96,Sky 94,Asphalt 88,Plant 85,Mode of transport 84,Tree 84,Screenshot 83,Line 82,Road surface 80,Urban design 79
long 16.9828498 lat 46.4575046 viewpoint 90 degrees.jpeg,Cloud 97,Sky 94,Infrastructure 89,Asphalt 88,Road surface 87,Mode of transport 85,Tree 83,Urban design 83,Screenshot 83,Font 83
long 16.9828509 lat 46.4577193 viewpoint 0 degrees.jpeg,Cloud 98,Sky 96,Plant 93,Tree 86,Land lot 85,Natural landscape 84,Grass 83,Biome 83,Screenshot 82,Landscape 79
long 16.9828509 lat 46.4577193 viewpoint 180 degrees.jpeg,Font 84,Screenshot 81,Software 78,Technology 76,Games 74,Logo 64,Pc game 63,Video game software 61,Multimedia 60,Machine 52
long 16.9828509 lat 46.4577193 viewpoint 270 degrees.jpeg,Cloud 97,Sky 94,Plant 90,Asphalt 87,Screenshot 84,Tree 82,Font 82,Software 78,Road 77,Road surface 76
long 16.9828509 lat 46.4577193 viewpoint 90 degrees.jpeg,Cloud 95,Sky 88,Asphalt 85,Screenshot 83,Font 82,Line 82,Software 76,Road 74,Multimedia software 68,Multimedia 66
long 16.9828512 lat 46.4577348 viewpoint 0 degrees.jpeg,Cloud 98,Sky 96,Plant 93,Tree 86,Land lot 85,Natural landscape 84,Grass 83,Biome 83,Screenshot 82,Landscape 79
long 16.9828512 lat 46.4577348 viewpoint 180 degrees.jpeg,Font 84,Screenshot 81,Software 77,Technology 76,Games 73,Logo 64,Pc game 63,Multimedia 61,Video game software 58,Electric blue 54
long 16.9828512 lat 46.4577348 viewpoint 270 degrees.jpeg,Cloud 97,Sky 94,Plant 90,Asphalt 87,Screenshot 84,Tree 82,Font 82,Software 78,Road 77,Road surface 76
long 16.9828512 lat 46.4577348 viewpoint 90 degrees.jpeg,Cloud 95,Sky 88,Asphalt 85,Screenshot 83,Font 82,Line 82,Software 76,Road 74,Multimedia software 68,Multimedia 66
long 16.9828565714286 lat 46.45741 viewpoint 0 degrees.jpeg,Urban design 84,Screenshot 83,Line 82,Facade 77,Plant 75,Grass 74,Software 72,Font 71,Composite material 71,Asphalt 71
long 16.9828565714286 lat 46.45741 viewpoint 180 degrees.jpeg,Automotive parking light 97,Sky 95,Car 93,Building 92,Plant 92,Vehicle 92,Motor vehicle 90,Tree 88,Tire 88,Land lot 85
long 16.9828565714286 lat 46.45741 viewpoint 270 degrees.jpeg,Cloud 96,Sky 94,Asphalt 88,Plant 85,Mode of transport 84,Tree 84,Screenshot 83,Line 82,Road surface 80,Urban design 79
long 16.9828565714286 lat 46.45741 viewpoint 90 degrees.jpeg,Cloud 97,Sky 94,Infrastructure 89,Asphalt 88,Road surface 87,Mode of transport 85,Tree 83,Urban design 83,Screenshot 83,Font 83
long 16.9828679387755 lat 46.4574775714286 viewpoint 0 degrees.jpeg,Urban design 84,Screenshot 83,Line 82,Facade 77,Plant 75,Grass 74,Software 72,Font 71,Composite material 71,Asphalt 71
long 16.9828679387755 lat 46.4574775714286 viewpoint 180 degrees.jpeg,Sky 95,Car 93,Building 92,Plant 91,Vehicle 91,Motor vehicle 90,Tree 88,Tire 87,Land lot 85,Asphalt 83
long 16.9828679387755 lat 46.4574775714286 viewpoint 270 degrees.jpeg,Cloud 96,Sky 94,Asphalt 88,Plant 85,Mode of transport 84,Tree 84,Screenshot 83,Line 82,Road surface 80,Urban design 79
long 16.9828679387755 lat 46.4574775714286 viewpoint 90 degrees.jpeg,Cloud 97,Sky 94,Infrastructure 89,Asphalt 88,Road surface 87,Mode of transport 85,Tree 83,Urban design 83,Screenshot 83,Font 83
long 16.982868 lat 46.4574525 viewpoint 0 degrees.jpeg,Urban design 84,Screenshot 83,Line 82,Facade 77,Plant 75,Grass 74,Software 72,Font 71,Composite material 71,Asphalt 71
long 16.982868 lat 46.4574525 viewpoint 180 degrees.jpeg,Automotive parking light 97,Sky 95,Car 93,Building 92,Plant 92,Vehicle 92,Motor vehicle 90,Tree 88,Tire 88,Land lot 85
long 16.982868 lat 46.4574525 viewpoint 270 degrees.jpeg,Cloud 96,Sky 94,Asphalt 88,Mode of transport 85,Plant 84,Tree 84,Screenshot 83,Line 82,Urban design 79,Road 78
long 16.982868 lat 46.4574525 viewpoint 90 degrees.jpeg,Cloud 97,Sky 94,Infrastructure 89,Asphalt 88,Road surface 87,Mode of transport 85,Tree 83,Urban design 83,Screenshot 83,Font 83
long 16.9828707 lat 46.4576778 viewpoint 0 degrees.jpeg,Urban design 84,Screenshot 83,Line 82,Facade 77,Plant 75,Grass 74,Software 72,Font 71,Composite material 71,Asphalt 71
long 16.9828707 lat 46.4576778 viewpoint 180 degrees.jpeg,Automotive parking light 97,Sky 95,Car 93,Building 92,Plant 92,Vehicle 92,Motor vehicle 90,Tree 88,Tire 88,Land lot 85
long 16.9828707 lat 46.4576778 viewpoint 270 degrees.jpeg,Cloud 96,Sky 94,Asphalt 88,Plant 85,Mode of transport 84,Tree 84,Screenshot 83,Line 82,Road surface 80,Urban design 79
long 16.9828707 lat 46.4576778 viewpoint 90 degrees.jpeg,Cloud 97,Sky 93,Infrastructure 89,Asphalt 88,Road surface 88,Mode of transport 85,Tree 83,Urban design 83,Screenshot 83,Font 83
long 16.9828764642857 lat 46.45752825 viewpoint 0 degrees.jpeg,Urban design 84,Screenshot 83,Line 82,Facade 77,Plant 75,Grass 74,Software 72,Font 71,Composite material 71,Asphalt 71
long 16.9828764642857 lat 46.45752825 viewpoint 180 degrees.jpeg,Automotive parking light 97,Sky 95,Car 93,Building 92,Plant 92,Vehicle 92,Motor vehicle 90,Tree 88,Tire 88,Land lot 85
long 16.9828764642857 lat 46.45752825 viewpoint 270 degrees.jpeg,Cloud 96,Sky 94,Asphalt 88,Plant 85,Mode of transport 84,Tree 84,Screenshot 83,Line 82,Road surface 80,Urban design 79
long 16.9828764642857 lat 46.45752825 viewpoint 90 degrees.jpeg,Cloud 97,Sky 94,Infrastructure 89,Asphalt 88,Road surface 87,Mode of transport 85,Tree 83,Urban design 83,Screenshot 83,Font 83
long 16.9828768888889 lat 46.4574855555556 viewpoint 0 degrees.jpeg,Urban design 84,Screenshot 83,Line 82,Facade 77,Plant 75,Grass 74,Software 72,Font 71,Composite material 71,Asphalt 71
long 16.9828768888889 lat 46.4574855555556 viewpoint 180 degrees.jpeg,Automotive parking light 97,Sky 95,Car 93,Building 92,Plant 92,Vehicle 92,Motor vehicle 90,Tree 88,Tire 88,Land lot 85
long 16.9828768888889 lat 46.4574855555556 viewpoint 270 degrees.jpeg,Cloud 96,Sky 94,Asphalt 88,Plant 85,Mode of transport 84,Tree 84,Screenshot 83,Line 82,Road surface 80,Urban design 79
long 16.9828768888889 lat 46.4574855555556 viewpoint 90 degrees.jpeg,Cloud 97,Sky 94,Infrastructure 89,Asphalt 88,Road surface 87,Mode of transport 85,Tree 83,Urban design 83,Screenshot 83,Font 83
long 16.9828830952381 lat 46.4575676666667 viewpoint 0 degrees.jpeg,Urban design 84,Land lot 84,Screenshot 83,Facade 77,Plant 76,Font 74,Grass 73,Cloud 72,Asphalt 70,Composite material 70
